"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
298,"false","true","694053194919183",3,3,4,1574615551461,"room000002"
657,"false","true","644003110583077",3,3,4,1574615551815,"room000002"
888,"false","true","305247028630873",3,3,4,1574615552041,"room000002"
986,"false","true","89595831252775",3,3,4,1574615552400,"room000002"
