"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
803,"false","true","212769590449872",3,1,2,1574615213012,"room000001"
1741,"false","true","403357056881516",3,1,2,1574615213952,"room000001"
1862,"false","true","280167543472550",3,1,2,1574615214076,"room000001"
5036,"false","true","329697803902311",3,1,2,1574615217434,"room000001"
