"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
10,"false","true","832527375690871",3,1,2,1574667124058,"room000003"
1425,"false","true","796787801361843",3,1,2,1574667125491,"room000003"
1708,"false","true","65236875946234",3,1,2,1574667125761,"room000003"
13553,"false","true","477751189326490",3,1,2,1574667137824,"room000003"
