"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
223,"false","true","212769590449872",2,1,1,1574615195264,"room000001"
1799,"false","true","403357056881516",2,1,1,1574615196843,"room000001"
1870,"false","true","280167543472550",2,1,1,1574615196917,"room000001"
2428,"false","true","329697803902311",2,1,1,1574615197717,"room000001"
