"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
882,"false","true","644003110583077",3,1,1,1574615513260,"room000002"
1433,"false","true","694053194919183",3,1,1,1574615513812,"room000002"
1470,"false","true","305247028630873",3,1,1,1574615513843,"room000002"
1922,"false","true","89595831252775",3,1,1,1574615514484,"room000002"
