"time","timeup","contribution","demamd","done","player","stage.stage","stage.step","stage.round","timestamp","session"
1260,"false",11,18,"true","212769590449872",3,2,2,1574615218702,"room000001"
2425,"false",12,3,"true","403357056881516",3,2,2,1574615219870,"room000001"
4606,"false",18,7,"true","280167543472550",3,2,2,1574615222052,"room000001"
6389,"false",12,"NA","true","329697803902311",3,2,2,1574615224165,"room000001"
