"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
388,"false","true","796787801361843",3,1,4,1574667247783,"room000003"
1764,"false","true","65236875946234",3,1,4,1574667249151,"room000003"
1956,"false","true","832527375690871",3,1,4,1574667249343,"room000003"
60955,"true","true","477751189326490",3,1,4,1574667310342,"room000003"
