"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
204,"false","true","305247028630873",3,3,1,1574615520695,"room000002"
339,"false","true","644003110583077",3,3,1,1574615520834,"room000002"
1285,"false","true","694053194919183",3,3,1,1574615521782,"room000002"
1327,"false","true","89595831252775",3,3,1,1574615522093,"room000002"
