"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
1067,"false","true","694053194919183",3,1,3,1574615530205,"room000002"
1217,"false","true","644003110583077",3,1,3,1574615530355,"room000002"
1957,"false","true","305247028630873",3,1,3,1574615531095,"room000002"
4018,"false","true","89595831252775",3,1,3,1574615533335,"room000002"
