"time","timeup","contribution","demamd","done","player","stage.stage","stage.step","stage.round","timestamp","session"
1561,"false",7,0,"true","694053194919183",3,2,4,1574615547646,"room000002"
1722,"false",4,0,"true","305247028630873",3,2,4,1574615547808,"room000002"
3464,"false",3,"NA","true","89595831252775",3,2,4,1574615549800,"room000002"
5040,"false",7,20,"true","644003110583077",3,2,4,1574615551125,"room000002"
