"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
722,"false","true","212769590449872",3,3,1,1574615210420,"room000001"
823,"false","true","280167543472550",3,3,1,1574615210530,"room000001"
1700,"false","true","403357056881516",3,3,1,1574615211403,"room000001"
2165,"false","true","329697803902311",3,3,1,1574615212197,"room000001"
