"time","timeup","contribution","demamd","done","player","stage.stage","stage.step","stage.round","timestamp","session"
3590,"false",4,8,"true","694053194919183",3,2,2,1574615527525,"room000002"
3645,"false",20,2,"true","305247028630873",3,2,2,1574615527578,"room000002"
3451,"false",2,"NA","true","89595831252775",3,2,2,1574615527636,"room000002"
3773,"false",20,4,"true","644003110583077",3,2,2,1574615527708,"room000002"
