"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
43,"false","true","305247028630873",3,3,2,1574615527772,"room000002"
486,"false","true","644003110583077",3,3,2,1574615528216,"room000002"
1061,"false","true","694053194919183",3,3,2,1574615528794,"room000002"
1125,"false","true","89595831252775",3,3,2,1574615529127,"room000002"
