"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
1134,"false","true","212769590449872",3,1,1,1574615198858,"room000001"
1256,"false","true","280167543472550",3,1,1,1574615198984,"room000001"
1790,"false","true","403357056881516",3,1,1,1574615199516,"room000001"
5992,"false","true","329697803902311",3,1,1,1574615203909,"room000001"
