"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
796,"false","true","832527375690871",3,3,4,1574667329173,"room000003"
1924,"false","true","796787801361843",3,3,4,1574667330317,"room000003"
1973,"false","true","65236875946234",3,3,4,1574667330350,"room000003"
30986,"true","true","477751189326490",3,3,4,1574667361347,"room000003"
