"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
461,"false","true","280167543472550",1,1,1,1574615189473,"room000001"
483,"false","true","212769590449872",1,1,1,1574615189492,"room000001"
1696,"false","true","403357056881516",1,1,1,1574615190707,"room000001"
5408,"false","true","329697803902311",1,1,1,1574615195027,"room000001"
