"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
180,"false","true","832527375690871",4,1,1,1574667361555,"room000003"
575,"false","true","796787801361843",4,1,1,1574667361951,"room000003"
613,"false","true","65236875946234",4,1,1,1574667361991,"room000003"
46002,"true","true","477751189326490",4,1,1,1574667409356,"room000003"
