"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
19,"false","true","305247028630873",1,1,1,1574615508943,"room000002"
185,"false","true","694053194919183",1,1,1,1574615509116,"room000002"
887,"false","true","644003110583077",1,1,1,1574615509817,"room000002"
1092,"false","true","89595831252775",1,1,1,1574615510672,"room000002"
